,age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,mod_,monthlyhouseholdincome,target_buy
831,47,blue-collar,married,secondary,no,6996.0,no,no,unknown,761.0,7822.0,yes
832,59,retired,married,secondary,no,5163.0,no,no,cellphone,464.0,5467.0,no
833,38,admin.,married,secondary,no,8190.0,yes,no,unknown,20.0,8377.0,no
834,50,unemployed,married,secondary,no,6772.0,no,no,cellphone,206.0,6799.0,no
835,27,services,single,secondary,no,4849.0,no,no,cellphone,283.0,5043.0,no
836,55,housemaid,married,primary,no,5016.0,no,no,unknown,64.0,5627.0,no
837,39,services,single,secondary,no,12066.0,yes,no,cellphone,667.0,12475.0,yes
838,31,technician,single,Graduate,no,5454.0,no,no,cellphone,73.0,5591.0,no
839,37,entrepreneur,married,Graduate,no,9798.0,yes,no,unknown,156.0,10177.0,no
840,28,technician,single,secondary,yes,4702.0,yes,no,unknown,559.0,5222.0,no
841,42,technician,married,secondary,no,5439.0,no,no,cellphone,143.0,5621.0,no
842,40,services,divorced,secondary,no,6927.0,yes,no,unknown,62.0,6992.0,no
843,59,management,single,secondary,no,5671.0,yes,yes,cellphone,219.0,6565.0,no
844,40,services,single,secondary,no,5065.0,yes,no,cellphone,15.0,5138.0,no
845,43,technician,married,secondary,no,4068.0,yes,no,cellphone,567.0,4904.0,no
846,38,technician,single,secondary,no,9366.0,yes,no,cellphone,188.0,9417.0,no
847,54,retired,married,primary,no,5000.0,yes,no,cellphone,159.0,5809.0,no
848,41,blue-collar,married,secondary,no,9900.0,yes,no,telephone,121.0,10741.0,no
849,55,housemaid,divorced,primary,no,5976.0,no,no,cellphone,345.0,6597.0,yes
850,33,management,married,Graduate,no,5148.0,no,no,unknown,717.0,6096.0,no
851,46,blue-collar,married,secondary,no,5005.0,no,no,cellphone,71.0,5599.0,no
852,36,management,married,secondary,no,4852.0,no,no,cellphone,144.0,5198.0,no
853,48,technician,divorced,Graduate,no,5113.0,no,yes,cellphone,38.0,5430.0,no
854,42,management,married,secondary,no,4895.0,yes,no,cellphone,60.0,5724.0,no
855,46,management,divorced,Graduate,no,5624.0,no,no,cellphone,336.0,6000.0,yes
856,49,technician,married,secondary,yes,3320.0,yes,yes,unknown,92.0,3928.0,no
857,36,blue-collar,married,secondary,no,4539.0,no,no,cellphone,254.0,5038.0,no
858,34,technician,single,Graduate,no,5144.0,yes,yes,cellphone,104.0,5383.0,no
859,51,entrepreneur,divorced,Graduate,no,5004.0,yes,yes,cellphone,74.0,5591.0,no
860,58,blue-collar,married,primary,no,5309.0,no,no,cellphone,156.0,5826.0,no
861,48,management,married,Graduate,no,5866.0,no,no,cellphone,146.0,6457.0,no
862,41,admin.,single,secondary,no,6020.0,yes,no,unknown,882.0,6349.0,yes
863,49,self-employed,married,primary,no,5489.0,yes,no,unknown,84.0,5865.0,no
864,43,management,married,primary,no,13167.0,yes,no,unknown,114.0,14098.0,no
865,32,blue-collar,single,secondary,no,4745.0,no,yes,unknown,957.0,5240.0,no
866,54,retired,married,secondary,no,8671.0,no,no,unknown,67.0,8789.0,no
867,33,blue-collar,divorced,primary,no,5636.0,yes,no,cellphone,211.0,5928.0,no
868,35,technician,married,secondary,no,5141.0,yes,no,cellphone,299.0,5448.0,no
869,56,technician,married,secondary,no,5150.0,yes,yes,cellphone,102.0,6074.0,no
870,57,technician,married,secondary,no,5839.0,no,yes,unknown,225.0,6192.0,no
871,31,housemaid,single,primary,no,31965.0,no,no,cellphone,654.0,32345.0,yes
872,33,technician,single,secondary,no,5716.0,yes,no,cellphone,234.0,6097.0,no
873,29,technician,single,Graduate,no,7485.0,no,no,telephone,48.0,7607.0,no
874,38,management,single,Graduate,no,20030.0,yes,no,cellphone,167.0,20706.0,no
875,37,admin.,married,secondary,no,16303.0,no,no,cellphone,500.0,16753.0,no
876,33,entrepreneur,married,Graduate,no,5595.0,no,no,cellphone,22.0,6420.0,no
877,30,management,single,Graduate,no,24358.0,no,no,cellphone,258.0,24880.0,no
878,31,self-employed,single,secondary,no,5203.0,no,yes,cellphone,177.0,5513.0,no
879,28,technician,single,Graduate,no,5183.0,yes,yes,unknown,62.0,5812.0,no
880,26,admin.,single,secondary,no,5255.0,no,no,cellphone,457.0,5724.0,yes
881,31,technician,single,secondary,no,5102.0,yes,no,telephone,460.0,5127.0,no
882,50,housemaid,divorced,primary,no,5094.0,yes,no,cellphone,184.0,5276.0,no
883,45,entrepreneur,married,primary,no,5058.0,yes,no,telephone,119.0,5376.0,no
884,48,management,married,primary,no,5606.0,no,no,cellphone,77.0,5909.0,no
885,41,technician,married,secondary,no,5000.0,no,yes,cellphone,107.0,5901.0,no
886,60,technician,married,primary,no,5065.0,yes,no,unknown,1028.0,5266.0,yes
887,41,blue-collar,married,secondary,no,5338.0,yes,no,unknown,87.0,6104.0,no
888,43,blue-collar,married,primary,no,5757.0,yes,no,unknown,315.0,6636.0,no
889,36,management,married,Graduate,no,14269.0,yes,yes,cellphone,107.0,14369.0,no
890,40,blue-collar,married,primary,no,6206.0,no,yes,telephone,201.0,6345.0,no
891,28,management,single,Graduate,no,5882.0,no,yes,cellphone,94.0,6221.0,no
892,27,student,single,Graduate,no,10291.0,no,no,cellphone,192.0,10558.0,yes
893,49,management,single,secondary,no,5061.0,yes,no,cellphone,185.0,5208.0,no
894,37,technician,married,Graduate,no,5000.0,yes,no,cellphone,77.0,5113.0,no
895,31,blue-collar,married,secondary,no,6407.0,yes,no,cellphone,142.0,6732.0,no
896,31,technician,single,secondary,yes,5025.0,no,no,cellphone,381.0,5323.0,no
897,31,blue-collar,married,secondary,no,6354.0,yes,yes,cellphone,222.0,6822.0,no
898,35,blue-collar,married,primary,no,5793.0,yes,no,cellphone,106.0,6107.0,no
899,51,blue-collar,divorced,unknown,no,15287.0,yes,no,unknown,117.0,16171.0,no
900,33,technician,single,secondary,no,10235.0,no,no,cellphone,67.0,10984.0,no
901,30,technician,single,Graduate,no,5003.0,yes,no,cellphone,45.0,5364.0,no
902,58,technician,single,secondary,no,5409.0,no,yes,cellphone,643.0,5504.0,no
903,34,admin.,married,Graduate,no,5035.0,yes,no,cellphone,76.0,5179.0,no
904,45,management,married,Graduate,no,4541.0,no,no,cellphone,508.0,4905.0,no
905,28,services,single,secondary,no,5198.0,no,no,cellphone,128.0,5811.0,yes
906,31,blue-collar,married,primary,no,5099.0,yes,no,cellphone,193.0,5985.0,no
907,40,management,married,Graduate,no,5060.0,no,no,unknown,172.0,5137.0,no
908,30,services,single,secondary,no,8485.0,no,no,cellphone,142.0,9190.0,no
909,34,entrepreneur,married,secondary,no,4861.0,yes,yes,unknown,492.0,5491.0,no
910,40,blue-collar,married,secondary,no,5952.0,no,yes,unknown,140.0,6566.0,no
911,59,retired,married,primary,no,6427.0,no,no,unknown,140.0,7076.0,no
912,43,technician,single,Graduate,no,6017.0,yes,no,unknown,257.0,6609.0,no
913,41,management,married,Graduate,no,4971.0,no,no,cellphone,41.0,5615.0,no
914,33,technician,divorced,secondary,no,5009.0,no,no,cellphone,91.0,5435.0,no
915,33,management,married,secondary,no,9040.0,yes,no,cellphone,132.0,9538.0,no
916,36,blue-collar,married,secondary,no,5013.0,no,no,unknown,284.0,5208.0,no
917,32,self-employed,single,secondary,no,6259.0,no,no,cellphone,184.0,6576.0,no
918,25,admin.,married,secondary,no,5018.0,yes,no,cellphone,225.0,5616.0,no
919,25,blue-collar,married,secondary,no,4924.0,yes,no,unknown,241.0,5622.0,no
920,38,technician,single,Graduate,no,5221.0,no,no,cellphone,79.0,5265.0,no
921,34,management,married,Graduate,no,5136.0,yes,no,cellphone,156.0,5614.0,no
922,67,blue-collar,married,secondary,no,21353.0,no,no,cellphone,223.0,22199.0,no
923,32,blue-collar,married,secondary,no,4937.0,yes,no,unknown,198.0,5070.0,no
924,45,housemaid,married,primary,no,12353.0,no,no,cellphone,536.0,12534.0,no
925,33,blue-collar,married,primary,no,5511.0,yes,no,unknown,304.0,6101.0,no
926,38,admin.,married,primary,no,8913.0,yes,no,cellphone,196.0,9477.0,no
927,32,technician,divorced,secondary,no,6097.0,yes,no,unknown,298.0,6548.0,no
928,54,retired,divorced,Graduate,no,11102.0,yes,yes,unknown,86.0,11473.0,no
929,51,admin.,divorced,secondary,no,5340.0,yes,no,unknown,186.0,6081.0,no
930,42,blue-collar,married,primary,no,4881.0,yes,no,cellphone,167.0,5458.0,no
931,41,admin.,married,secondary,no,7993.0,yes,no,cellphone,24.0,8865.0,no
932,39,management,divorced,Graduate,no,8575.0,no,yes,cellphone,74.0,9530.0,no
933,38,blue-collar,married,secondary,no,5361.0,yes,no,unknown,601.0,5932.0,no
934,39,management,married,secondary,no,6072.0,yes,no,unknown,1168.0,6954.0,no
935,46,blue-collar,married,primary,no,7904.0,no,no,cellphone,277.0,8569.0,no
936,50,entrepreneur,divorced,Graduate,no,6790.0,no,yes,cellphone,748.0,7415.0,no
937,33,blue-collar,married,secondary,no,5086.0,yes,no,unknown,364.0,5920.0,no
938,37,technician,married,secondary,no,6633.0,yes,no,unknown,229.0,7328.0,no
939,31,management,married,Graduate,no,13312.0,no,no,cellphone,43.0,13702.0,no
940,34,blue-collar,divorced,unknown,no,5172.0,no,no,cellphone,177.0,5486.0,yes
941,34,management,married,Graduate,no,5000.0,yes,no,cellphone,262.0,5012.0,yes
942,36,management,married,Graduate,no,5222.0,yes,no,cellphone,317.0,5783.0,no
943,40,technician,married,secondary,no,5109.0,no,no,unknown,402.0,5338.0,no
944,40,blue-collar,married,secondary,no,6451.0,no,no,cellphone,314.0,6643.0,yes
945,41,technician,married,secondary,no,6066.0,no,no,cellphone,109.0,6594.0,yes
946,52,management,married,Graduate,no,8163.0,no,no,cellphone,56.0,8496.0,no
947,40,services,single,secondary,no,5888.0,yes,no,unknown,169.0,6595.0,no
948,48,blue-collar,single,unknown,no,5428.0,yes,no,cellphone,127.0,6313.0,no
949,33,management,divorced,secondary,no,5106.0,no,no,cellphone,175.0,5669.0,no
950,44,technician,divorced,secondary,no,5000.0,no,no,cellphone,56.0,5327.0,no
951,55,management,married,Graduate,no,5979.0,no,yes,cellphone,123.0,6959.0,no
952,51,admin.,married,secondary,no,7662.0,no,no,telephone,148.0,7829.0,no
953,34,management,single,Graduate,no,5084.0,no,no,cellphone,231.0,5273.0,no
954,58,retired,divorced,unknown,no,10920.0,yes,no,cellphone,255.0,11654.0,no
955,39,management,single,Graduate,no,5816.0,yes,no,cellphone,37.0,6304.0,no
956,27,unemployed,single,secondary,no,8276.0,no,no,cellphone,106.0,8447.0,no
957,55,management,divorced,unknown,no,5002.0,yes,no,unknown,95.0,5508.0,no
958,35,technician,single,secondary,no,4949.0,no,no,unknown,134.0,5618.0,no
959,37,technician,single,Graduate,no,8315.0,yes,no,cellphone,820.0,8944.0,no
960,52,technician,married,secondary,no,5196.0,yes,yes,cellphone,116.0,5201.0,no
961,41,blue-collar,married,secondary,no,5552.0,yes,no,cellphone,463.0,5690.0,no
962,52,admin.,married,secondary,no,7347.0,no,yes,cellphone,603.0,8177.0,no
963,34,blue-collar,single,secondary,no,8723.0,yes,no,unknown,47.0,9682.0,no
964,53,management,divorced,primary,no,5255.0,no,no,cellphone,126.0,6218.0,no
965,33,management,single,Graduate,no,8143.0,no,no,cellphone,421.0,8842.0,yes
966,47,self-employed,married,secondary,no,5000.0,no,no,unknown,174.0,5006.0,no
967,35,blue-collar,married,secondary,no,11411.0,yes,yes,cellphone,144.0,11486.0,no
968,33,management,single,Graduate,no,6909.0,no,no,cellphone,191.0,7039.0,no
969,55,blue-collar,married,primary,no,8873.0,no,no,telephone,222.0,9749.0,no
970,58,self-employed,married,primary,no,6013.0,yes,no,cellphone,206.0,6856.0,yes
971,44,admin.,married,secondary,no,5262.0,yes,no,cellphone,74.0,6149.0,no
972,25,services,single,secondary,no,8217.0,yes,no,unknown,24.0,8750.0,no
973,37,technician,single,secondary,no,10436.0,yes,no,cellphone,7.0,11330.0,no
974,41,blue-collar,married,primary,no,7067.0,yes,no,cellphone,493.0,7742.0,no
975,34,blue-collar,single,secondary,no,5215.0,no,no,cellphone,350.0,5445.0,yes
976,36,services,divorced,secondary,no,6594.0,no,no,unknown,250.0,6762.0,no
977,44,self-employed,married,Graduate,no,5134.0,no,no,cellphone,86.0,5475.0,no
978,34,entrepreneur,divorced,Graduate,no,5262.0,no,no,cellphone,371.0,5381.0,no
979,56,blue-collar,divorced,primary,no,8021.0,no,no,unknown,419.0,8926.0,no
980,43,management,divorced,Graduate,no,5388.0,yes,no,unknown,2087.0,6256.0,yes
981,28,blue-collar,single,secondary,no,8412.0,yes,no,cellphone,22.0,9382.0,no
982,54,blue-collar,married,secondary,no,6291.0,yes,no,unknown,266.0,6452.0,no
983,37,technician,divorced,secondary,no,5079.0,no,no,cellphone,191.0,5739.0,no
984,59,self-employed,married,Graduate,no,7013.0,no,no,cellphone,222.0,7307.0,yes
985,58,blue-collar,divorced,secondary,no,5543.0,no,yes,telephone,264.0,6226.0,no
986,56,management,divorced,Graduate,no,6016.0,yes,no,unknown,184.0,6895.0,no
987,32,blue-collar,single,secondary,no,5604.0,no,yes,cellphone,95.0,6461.0,no
988,42,management,single,Graduate,no,5525.0,no,no,cellphone,127.0,5992.0,no
989,52,retired,divorced,primary,no,5353.0,no,no,cellphone,395.0,6004.0,no
990,46,management,married,Graduate,no,5964.0,yes,no,cellphone,174.0,6705.0,no
991,37,admin.,married,Graduate,no,8913.0,yes,no,cellphone,124.0,9083.0,yes
992,39,blue-collar,married,primary,no,5879.0,yes,no,unknown,102.0,6624.0,no
993,31,admin.,married,secondary,no,5314.0,yes,no,cellphone,279.0,5863.0,no
994,59,housemaid,married,primary,no,5000.0,no,no,cellphone,76.0,5886.0,no
995,38,blue-collar,married,secondary,no,6370.0,yes,no,cellphone,472.0,7128.0,no
996,58,management,married,secondary,no,5037.0,no,no,cellphone,84.0,5506.0,no
997,34,management,single,Graduate,no,5673.0,yes,yes,cellphone,271.0,5782.0,no
998,40,services,married,secondary,no,4658.0,yes,no,unknown,754.0,4925.0,no
999,20,student,single,secondary,no,5291.0,no,no,telephone,172.0,6191.0,no
1000,34,technician,married,secondary,no,5209.0,yes,yes,cellphone,375.0,5397.0,no
1001,31,technician,single,Graduate,no,5438.0,yes,no,cellphone,130.0,5907.0,no
1002,39,admin.,single,secondary,no,6242.0,yes,no,unknown,303.0,6903.0,no
1003,34,entrepreneur,married,Graduate,no,5355.0,yes,no,unknown,261.0,5632.0,no
1004,24,blue-collar,married,secondary,no,5204.0,yes,yes,cellphone,229.0,5741.0,no
1005,41,management,married,Graduate,no,15758.0,yes,no,cellphone,288.0,16138.0,no
1006,40,management,married,Graduate,no,5005.0,yes,no,cellphone,219.0,5029.0,no
1007,45,technician,single,secondary,no,5410.0,yes,no,unknown,891.0,5868.0,yes
1008,36,management,married,Graduate,no,5605.0,yes,no,unknown,204.0,5805.0,no
1009,53,management,married,Graduate,no,5004.0,no,no,unknown,19.0,5639.0,no
1010,23,student,single,secondary,no,13494.0,no,no,cellphone,158.0,13519.0,no
1011,42,entrepreneur,married,primary,no,5198.0,yes,no,unknown,314.0,6111.0,no
1012,48,blue-collar,married,secondary,no,5841.0,yes,no,unknown,215.0,6513.0,no
1013,34,management,married,Graduate,no,5008.0,no,no,cellphone,169.0,5118.0,no
1014,36,admin.,married,secondary,no,5470.0,yes,no,cellphone,101.0,6459.0,no
1015,43,retired,married,secondary,no,5520.0,yes,no,unknown,15.0,6151.0,no
1016,36,blue-collar,married,secondary,no,5439.0,yes,no,unknown,260.0,6279.0,no
1017,49,blue-collar,married,secondary,no,4546.0,yes,no,cellphone,558.0,5242.0,yes
1018,55,retired,married,secondary,no,5466.0,no,no,unknown,287.0,6292.0,no
1019,53,retired,married,secondary,no,5665.0,yes,no,cellphone,371.0,5825.0,yes
1020,42,technician,married,secondary,no,5994.0,yes,no,cellphone,149.0,6976.0,yes
1021,45,admin.,married,secondary,no,10346.0,yes,yes,unknown,187.0,10361.0,yes
1022,31,blue-collar,married,secondary,no,6243.0,yes,no,unknown,32.0,6921.0,no
1023,32,admin.,married,Graduate,no,5000.0,yes,no,unknown,138.0,5341.0,no
1024,36,blue-collar,married,secondary,no,7357.0,yes,no,unknown,228.0,8027.0,no
1025,56,retired,married,secondary,no,6044.0,no,no,telephone,353.0,6677.0,yes
1026,46,admin.,married,secondary,no,6069.0,yes,no,unknown,45.0,6592.0,no
1027,41,housemaid,single,secondary,no,5231.0,no,no,cellphone,76.0,5342.0,no
1028,31,admin.,married,secondary,no,5000.0,yes,yes,unknown,144.0,5774.0,no
1029,32,technician,married,secondary,no,5266.0,yes,no,cellphone,168.0,5965.0,no
1030,38,management,married,Graduate,no,4930.0,yes,no,cellphone,140.0,5056.0,no
1031,49,retired,single,primary,no,30824.0,no,no,unknown,94.0,31210.0,no
1032,46,management,single,primary,no,5538.0,no,no,unknown,118.0,6394.0,no
1033,29,technician,single,secondary,no,5534.0,yes,no,cellphone,382.0,6358.0,no
1034,36,admin.,married,unknown,no,7323.0,no,no,cellphone,111.0,8208.0,no
1035,38,admin.,married,secondary,no,6852.0,yes,no,cellphone,298.0,7175.0,no
1036,53,technician,married,secondary,no,7647.0,yes,no,unknown,121.0,7929.0,no
1037,43,management,married,Graduate,no,7767.0,yes,no,unknown,317.0,8113.0,no
1038,41,management,married,Graduate,no,5176.0,yes,yes,unknown,42.0,6148.0,no
1039,42,management,single,secondary,no,14720.0,no,no,cellphone,81.0,15053.0,no
1040,55,blue-collar,divorced,secondary,no,6613.0,yes,no,cellphone,296.0,7277.0,yes
1041,39,admin.,divorced,secondary,no,7903.0,yes,yes,telephone,259.0,8084.0,no
1042,30,admin.,single,secondary,no,5081.0,yes,no,cellphone,121.0,5177.0,no
1043,41,blue-collar,married,secondary,no,5780.0,yes,no,cellphone,432.0,6619.0,no
1044,44,unemployed,married,Graduate,no,5178.0,no,no,cellphone,126.0,5810.0,no
1045,58,management,married,Graduate,no,5299.0,no,no,cellphone,120.0,6007.0,no
1046,35,retired,married,primary,no,5285.0,yes,no,cellphone,136.0,5474.0,no
1047,27,blue-collar,married,secondary,no,5872.0,yes,no,cellphone,1130.0,6225.0,no
1048,34,services,married,secondary,no,6337.0,no,no,cellphone,330.0,6618.0,yes
1049,25,services,married,secondary,no,5072.0,yes,no,cellphone,305.0,5436.0,no
1050,36,blue-collar,married,secondary,no,5000.0,no,no,unknown,332.0,5631.0,no
1051,38,blue-collar,married,secondary,no,4612.0,yes,no,unknown,412.0,5076.0,no
1052,30,admin.,married,secondary,no,5011.0,yes,no,cellphone,157.0,5762.0,no
1053,47,blue-collar,divorced,secondary,yes,4465.0,yes,no,cellphone,71.0,5138.0,no
1054,41,services,divorced,secondary,no,5787.0,yes,no,cellphone,297.0,6365.0,no
1055,36,management,single,Graduate,no,8343.0,no,no,cellphone,307.0,9306.0,no
1056,63,entrepreneur,married,secondary,no,8904.0,no,no,telephone,250.0,9494.0,yes
1057,23,management,single,Graduate,no,5736.0,yes,no,cellphone,119.0,6143.0,no
1058,32,management,married,Graduate,no,6390.0,no,no,cellphone,116.0,7350.0,no
1059,57,retired,married,primary,no,5808.0,no,no,telephone,274.0,6006.0,no
1060,48,management,married,Graduate,no,6147.0,no,no,cellphone,389.0,7051.0,yes
1061,49,services,married,secondary,no,6122.0,no,no,cellphone,143.0,6553.0,no
1062,50,technician,married,secondary,no,4432.0,yes,yes,unknown,860.0,4790.0,no
1063,33,blue-collar,married,primary,no,6165.0,yes,no,unknown,420.0,6713.0,no
1064,53,services,divorced,secondary,no,4095.0,yes,no,unknown,213.0,4468.0,no
1065,30,unemployed,married,Graduate,no,5000.0,yes,no,cellphone,756.0,5087.0,no
1066,38,technician,married,secondary,no,5740.0,no,no,cellphone,259.0,6427.0,no
1067,44,management,married,secondary,no,13262.0,yes,no,cellphone,201.0,13796.0,no
1068,39,admin.,single,secondary,no,5014.0,yes,yes,unknown,19.0,5995.0,no
1069,45,technician,single,unknown,no,12108.0,yes,yes,cellphone,53.0,13047.0,no
1070,36,blue-collar,married,secondary,no,6049.0,yes,no,cellphone,224.0,6275.0,yes
1071,38,blue-collar,married,secondary,no,5000.0,yes,no,cellphone,57.0,5417.0,no
1072,36,housemaid,married,secondary,no,5419.0,yes,no,unknown,251.0,6374.0,no
1073,30,management,single,Graduate,no,5726.0,yes,no,cellphone,39.0,6150.0,no
1074,28,technician,divorced,Graduate,no,5594.0,yes,yes,unknown,54.0,6504.0,no
1075,26,unemployed,married,Graduate,no,5454.0,yes,yes,unknown,28.0,5680.0,no
1076,54,unknown,married,secondary,no,7206.0,no,no,cellphone,104.0,8001.0,yes
1077,38,admin.,married,Graduate,no,6988.0,no,no,cellphone,164.0,7150.0,yes
1078,32,technician,single,Graduate,no,5000.0,no,no,cellphone,268.0,5064.0,no
1079,50,admin.,divorced,secondary,no,5202.0,no,yes,cellphone,148.0,5317.0,no
1080,43,blue-collar,married,secondary,no,5667.0,yes,no,unknown,228.0,5705.0,no
1081,48,admin.,married,secondary,no,5112.0,no,no,cellphone,139.0,5217.0,no
1082,57,housemaid,married,primary,no,5050.0,no,no,cellphone,89.0,5111.0,no
1083,64,housemaid,married,primary,no,5768.0,no,no,cellphone,250.0,5913.0,no
1084,26,services,divorced,secondary,no,5074.0,yes,no,unknown,106.0,5669.0,no
1085,33,blue-collar,married,secondary,no,5661.0,yes,no,cellphone,968.0,5942.0,yes
1086,50,self-employed,married,secondary,no,8025.0,no,yes,cellphone,168.0,8512.0,no
1087,47,self-employed,married,Graduate,no,5751.0,no,no,cellphone,408.0,6087.0,no
1088,39,management,single,Graduate,no,5416.0,no,no,cellphone,56.0,5667.0,no
1089,52,services,married,primary,no,5014.0,no,yes,cellphone,55.0,5685.0,no
1090,31,blue-collar,single,primary,no,4498.0,yes,no,unknown,76.0,4727.0,no
1091,50,blue-collar,married,primary,no,5000.0,no,no,cellphone,72.0,5623.0,no
1092,47,technician,married,secondary,no,5599.0,yes,no,cellphone,99.0,6583.0,no
1093,30,management,single,Graduate,no,4782.0,yes,no,cellphone,13.0,4859.0,no
1094,32,technician,single,Graduate,no,6012.0,no,no,cellphone,178.0,6299.0,no
1095,36,technician,married,secondary,no,5300.0,no,no,unknown,287.0,6133.0,no
1096,46,technician,married,Graduate,no,5217.0,yes,no,cellphone,141.0,5582.0,no
1097,45,management,divorced,Graduate,no,7096.0,no,no,cellphone,127.0,7350.0,no
1098,37,technician,single,secondary,no,5000.0,no,no,cellphone,69.0,5695.0,no
1099,58,housemaid,married,primary,no,10278.0,yes,no,unknown,763.0,11222.0,no
1100,59,management,married,Graduate,no,6831.0,no,no,cellphone,122.0,7203.0,no
1101,28,management,married,Graduate,no,6480.0,yes,no,cellphone,143.0,6629.0,no
1102,48,management,married,Graduate,no,12289.0,yes,no,cellphone,316.0,12722.0,no
1103,55,blue-collar,married,unknown,no,6665.0,no,no,telephone,89.0,7468.0,no
1104,37,blue-collar,single,primary,no,5851.0,yes,no,cellphone,151.0,5915.0,no
1105,41,management,married,Graduate,no,7885.0,no,no,cellphone,40.0,8739.0,no
1106,35,blue-collar,married,secondary,no,5137.0,no,yes,unknown,5.0,5760.0,no
1107,34,blue-collar,single,secondary,no,6239.0,yes,no,cellphone,90.0,6564.0,no
1108,43,management,single,Graduate,no,5146.0,no,no,cellphone,50.0,5672.0,no
1109,59,technician,married,secondary,no,5001.0,no,no,cellphone,159.0,5266.0,yes
1110,50,blue-collar,divorced,primary,no,4990.0,no,yes,cellphone,369.0,5964.0,no
1111,37,technician,married,secondary,no,5480.0,no,no,cellphone,344.0,6276.0,yes
1112,35,technician,married,secondary,no,7789.0,yes,no,cellphone,256.0,8300.0,no
1113,50,technician,single,secondary,no,8897.0,no,no,cellphone,298.0,9165.0,no
1114,36,technician,divorced,secondary,no,5487.0,no,yes,cellphone,268.0,5676.0,no
1115,41,admin.,married,secondary,no,10110.0,yes,no,cellphone,231.0,10706.0,no
1116,28,management,married,Graduate,no,5318.0,yes,no,unknown,4.0,6106.0,no
1117,42,technician,single,Graduate,no,4589.0,yes,no,cellphone,78.0,4825.0,no
1118,60,retired,married,secondary,no,9820.0,no,no,unknown,419.0,9970.0,no
1119,28,management,single,Graduate,no,9937.0,yes,no,telephone,421.0,10019.0,no
1120,48,entrepreneur,married,secondary,no,5725.0,no,yes,cellphone,105.0,5903.0,no
1121,51,entrepreneur,married,Graduate,no,10403.0,no,no,unknown,42.0,10726.0,no
1122,32,technician,married,Graduate,no,9089.0,no,no,cellphone,114.0,9700.0,no
1123,35,technician,married,Graduate,no,5188.0,no,no,cellphone,286.0,6099.0,no
1124,37,technician,married,unknown,no,5189.0,no,no,cellphone,238.0,5929.0,yes
1125,38,blue-collar,divorced,secondary,no,7998.0,yes,no,unknown,91.0,8772.0,no
1126,77,retired,married,secondary,no,5610.0,no,no,cellphone,766.0,6258.0,no
1127,32,management,single,unknown,no,5787.0,no,no,cellphone,92.0,6082.0,no
1128,43,technician,divorced,secondary,no,5167.0,no,no,cellphone,211.0,6083.0,no
1129,36,management,single,Graduate,no,5243.0,yes,no,cellphone,160.0,5888.0,no
1130,29,management,married,Graduate,no,5877.0,no,no,cellphone,166.0,6640.0,no
1131,32,admin.,single,secondary,no,7817.0,yes,no,cellphone,195.0,7969.0,no
1132,41,management,divorced,Graduate,no,9567.0,yes,yes,cellphone,106.0,9789.0,no
1133,26,services,single,secondary,no,5127.0,yes,yes,cellphone,85.0,5188.0,no
1134,34,blue-collar,married,primary,no,5176.0,no,no,cellphone,78.0,5540.0,no
1135,57,retired,married,Graduate,no,5000.0,yes,yes,unknown,648.0,5091.0,yes
1136,36,services,single,secondary,no,6482.0,yes,no,cellphone,177.0,7443.0,no
1137,42,blue-collar,married,secondary,no,8052.0,yes,no,unknown,32.0,8853.0,no
1138,35,technician,divorced,secondary,no,5056.0,no,no,cellphone,24.0,5660.0,no
1139,52,entrepreneur,divorced,primary,no,5278.0,yes,no,unknown,688.0,5417.0,no
1140,36,management,single,Graduate,no,8875.0,yes,no,unknown,21.0,9579.0,no
1141,46,technician,married,secondary,no,4663.0,yes,no,unknown,112.0,5321.0,no
1142,60,management,divorced,Graduate,no,5366.0,no,no,cellphone,593.0,5861.0,yes
1143,57,housemaid,married,primary,no,5501.0,yes,yes,cellphone,59.0,5623.0,no
1144,48,management,married,Graduate,no,5998.0,yes,no,cellphone,121.0,6672.0,no
1145,59,self-employed,married,primary,no,5000.0,yes,no,telephone,97.0,5326.0,no
1146,39,management,married,Graduate,no,5246.0,no,no,cellphone,86.0,5713.0,no
1147,44,blue-collar,married,secondary,no,4818.0,yes,yes,cellphone,10.0,5059.0,no
1148,27,management,single,Graduate,no,5446.0,no,no,cellphone,205.0,5454.0,no
1149,59,retired,married,secondary,no,6173.0,no,no,unknown,77.0,7090.0,no
1150,36,technician,divorced,secondary,no,10957.0,yes,no,cellphone,138.0,11092.0,no
1151,44,admin.,married,secondary,no,5205.0,no,no,cellphone,289.0,5274.0,yes
1152,50,admin.,married,secondary,no,5000.0,no,no,cellphone,86.0,5786.0,no
1153,41,management,divorced,Graduate,no,5369.0,yes,no,telephone,9.0,5682.0,no
1154,47,admin.,married,secondary,no,6934.0,no,yes,cellphone,225.0,7832.0,no
1155,32,technician,single,Graduate,no,5259.0,no,no,cellphone,407.0,6082.0,no
1156,38,blue-collar,married,secondary,no,5284.0,yes,yes,unknown,1030.0,6059.0,no
1157,55,blue-collar,married,unknown,no,5023.0,no,no,cellphone,123.0,5623.0,no
1158,38,management,single,Graduate,no,6373.0,no,no,cellphone,119.0,6871.0,no
1159,31,management,single,Graduate,no,5062.0,yes,no,cellphone,175.0,5900.0,no
1160,38,blue-collar,divorced,secondary,no,5157.0,no,no,unknown,299.0,5683.0,no
